"","X","id_post","текст","оценка","address","оценка1"
"742",741,11810,"['#шаверма_чкаловская ', 'Не так давно оценили симпатичную шавермочку на Большой Зеленина 14 (она нагло названа «Шаурма»). Сразу скажу, что по мне это самое адекватное заведение в районе Чкаловской-то точно.', 'Очень уж в зале всё опрятно и ухоженно, меню по-модному на досках написано мелом, и, прости, господи, даже туалет чистенький с бумагой и бумажными полотенцами! Заказ принимает вполне себе доброжелательная женщина, а если готовит мужчина в очках – вам повезло (не знаю, как там второй мастер, но этот просто чудо расчудесное). Он и правда прислушивается к просьбам: я вот люблю поострее и побольше соуса – сделал, идеальненько, а в большинстве случаев забивают, извините, х*й. Взяли мы по традиционной в лаваше и картошку фри в придачу, подождали минут 5-7, и милейшая женщина с пожеланием приятного аппетита (а какой ещё, спрашивается, может быть при таких-то запахах!) принесла нам наши шавусики.', 'Скажу вам так: лаваш хрустел аки свеженький снежок под ногами, овощи как будто только с грядки, свеженького мясца прямо ровно столько, сколько виделось во снах (где-то 50 на 50), отличный соус, количество которого регулируется волшебными словами «побольше-поменьше-пожалуйста», размер средний, не буду лукавить, но вкус – очень и очень достойный. Привожу вам несложные расчёты: 0,5+1+0,5+1+1+0,5+2,5 = итого 8 самых серьёзных шаверм. ', 'Бонусом хочу отметить наличие красного лука и корейской морковки, идеально порезанного мяса и раскромсанных рукой мастера овощей и хороший персонал, за это скромненько добавим 0,5 баллов. Итого: 8 с половинкой.', 'Короче, дорогие любители и профессионалы, если вы там не были, то обязательно посетите. Я на полную объективность не претендую, так как по всем понятиям нашего мироздания это невозможно абсолютно, но лично я вкусно и сытно поела, не испытывая страха за свои органы пищеварения совершенно. Так что – вперёд и с песней, шавермионеры!', 'P.S. меню с ценами в фотографиях – вроде разобрать можно']","[]","0",NA
"743",742,11785,"['#шаверма_новочеркасская', 'Неподалеку от метро , работает 24 часа. Рядом, ларек, тоже 24 часа.', 'Просторное помещение, в котором 6 столов. МОЖНО СО СВОИМ АЛКОГОЛЕМ!Шаурмен очень приличный,  вежливый. ', 'Итак шаверма: ', '+', 'Аккуратно завернута', 'Наполнителя и курицы поровну', 'Можно заказать острую', 'Соус норм', '-', 'Очень жирное мясо ', 'Соуса много', 'Течет как восьмикласница.', '', 'Расположена у метро новочеркасская. Цены и расположение на фото', 'KVA']","[]","0",NA
"744",743,11750,"['#шаверма_проспектветеранов', '#шаверма_ветеранов', '', 'Речь пойдёт об известном и много кем любимом Храме пищи Богов  - кафе ""Вкусная шаверма"". Данный филиал находится на улице Партизана Германа, находящейся ближе всего к метро Ветеранов, справа от магазина ""Полушка"", если стоять к нему лицом.', '', 'Признаться, данная сеть являлась мною любимой и мною же восхваляемой напротяжение довольно долгого времени. Филиалы на Германа и Типанова были фаворитами в моём списке шавермариев, оценка Богинь оттуда никогда не опускалась ниже 8.', '', 'Но этот день настал.', '', 'О кафе: чисто, симпатично, относительно цивильно, туалета нет, есть летняя террасса и телек с концертом Димы Билана.', '', 'О сервисе: шавермайолло в форме, головном уборе и перчатках. Вежливый. Спросил, какие овощи желаем добавить в шаверму. За сервис ставим мысленно плюс.', '', 'О еде: здесь есть некий нюанс. Момент, который меняет всё. Недочёт, поставивший под сомнение факт моих дальнейших посещений сего кафе. Минус, перебивший собою все многочисленные плюсы. Печально, но факт. Капля дёгтя, испортившая всю бочку мёда. ', 'Дамы и Господа, представляю Вашему вниманию Переизбыток соли!!!!!!! ', 'Переизбыток соли. Испортит Вашу шаверму, даже если она претендовала на звание идеала.', 'Переизбыток соли. Сделает невозможным поедание даже самого изысканного из блюд Богов.', 'Переизбыток соли. С ним Вы не поделаете ничего при всём желании, тем он и коварен.', 'Всё остальное (размер, соотношение мяса и овощей, свежесть оных, качество, сочность, прожаренность лаваша, консинстенция соуса и т д и т п) идеально и заслуживает высшей оценки.', 'Но, увы и ах, наш старый знакомый, о котором речь шла выше, сделал своё дело. ', '', 'Ещё момент: цена 160 стандарт и 180 двойная, но на деле меж ними нет разницы, так что платить больше не стоит.', '', 'Моя оценка 6 мешков соли из 10.', '6/10']","['оценка 6']","0",6
"745",744,11749,"['#шаверма_чернаяречка', '#шаверма_черная_речка', '#шаверма_ланское', '', 'Открылся совсем недавно храм амброзии по адресу Ланское шоссе 12.', 'Ларёк-марёк зазывает изображением пищи богов и модной светодиодной вывески. Работает 24 часа, играет музончик с флешки(я покупал под Рамштайн), есть некоторый набор выпечки (см. меню) и кола\\фанта\\спрай\\водичка- алкашки нет (за ЗОЖ).', 'Посидеть внутри можно, но только в самом крайне случае, так что взяли с собой', '', 'Перейдём к делу', 'Плюсы:', '+Овощи свежие', '+Кладётся квашенная капуста и бесплатно предлагается острый перчик', '+Шава хороших размеров(брал обычную за 140, двойная может быть совсем обжираловкой)', '+Жокей наш соотечественник', '', 'Минусы:', '-Жокей работает без перчаток, деньги берёт в конце приготовления', '-Шава получается тёплой, видимо засчёт холодных овощей и соуса', '-С одного края было оч много лаваша', '-Соус течёт, но исключительно через место укуса', '-Контингент- такое впечатление , что она собирает вокруг себя всех пачанчиков и алкашей со всего района', '', 'В заключении скажу, что этот микрорайон обделён храмом - ближайший у метро чёрная речка- так что за это я накинул бал.', '', 'Итог: 6,5 амброзий из 10 (была бы горячее, было бы 7)']","[]","Открылся совсем недавно храм амброзии по адресу Ланское шоссе 12.'",NA
"746",745,11747,"['#шаверма_василеостровская', '', 'Вдохновленный шикарными отзывами, решился тоже внести своё лепту в общее благое дело. Расскажу про шаверму у ст.м. Василеостровская (ныне закрытую на ремонт), ибо питаюсь там давно с некоторыми перерывами и, на мой взгляд, пожалуй одна из фаворитов шавермостроения)', 'Год назад у них постоянно менялся состав и нарваться можно было на что угодно, но сейчас всё устаканилось. ', 'Девушка на кассе приветливая, шава-шеф в перчаточках. Цена 130. Мяса много. Даже слишком (где-то 70-80 процентов). Зажаренное, как я люблю. Соуса в самый раз, вкусный, но слегка пресноватый. Овощи свежие, достаточно сбалансировано подобраны. По весу точно не скажу, но грамм 400 есть точно. В целом - наесться можно.', 'Оценка - 8 из 10. Рекомендую.', 'P.S. надо бы карту интерактивную сделать с указанием точек шавермы и оценками (ну и отзывами само собой). Оказался где-нибудь в другой части города и понял, что не прочь шавушку заточить, открываешь карту смотришь, так, вот тут в ста метрах есть шава, средняя оценка из отзывов - 6,5, а есть в 500 метрах с оценокой 8,5. Ну и идешь туда довольный)']","['Оценка - 8']","0",8
"747",746,11744,"['#шаверма_комендантскийпроспект ', 'Круглосуточное заведение напротив Полушки в районе Богатырского 33/2 под звучным именем Ляванги стало в эту ночь пристанищем для меня и моей компании. Изобилие меню сразу бросается в глаза: шаверма в контейнере - это уровень! ', 'Шаурмен работает без перчаток, однако деньги берет в конце. Богиня увесистая, даже огромная, соотношение мяса/овощи - 55/45, все свежее. Но лаваш...просто оскорбление моих чувств, будто купили в той же полушке армянский за чирик. Не прожарен , не хрустит. Соус классический, мазика не пожалел.', 'В целом неплохо, достойный варик, но тому же МК объективно проигрывает (да, я его фанат)', 'Поставлю 7,5 из 10, потому что не задела струн моей души, не доставила гастрономического оргазма']","[]","0",NA
"748",747,11743,"['#Шаверма_Купчино', '', 'Начну с того что давно читаю этот пабчик, имею свой топ 5, но все лень было писать сюда свои обзоры, хотя фоток скопилась гора. но сегодня произошло особое событие, у меня сменился №1. Товарищ давно звал в Купчино, чтобы отведать царицы, но я динамился. Сегодня нам надо было туда заехать и по пути я вспомнил про его просьбы. Заглянули в это весьма приятное заведение. 4 столика, не плохой интерьер, туалета нет, зато напитки в холодильник. На кухне было 2 маэстро, оба в форма, молодой принимал заказы, а пожилой мужчина занимался царицами. Кассир не имел никакого отношения к продукта, но и сам магистр лаваша был без перчаток. Мы заказали 2 двойных в лаваше, что встало нам в 260 рублей. Цены там вообще мизерные. Размер был очень внушителен, сверху красовался чесночно-сметанный соус(он же был и внутри). Овощи/мясо 1,5/2,5. Мяса было очень много, оно было свежее и не жирное и без хрящей, овощи свежие, огурчик порублен мелко, местаи неравномерно, но это вообще не смущало. Соуса в меру, и он был прекрасен. Единственный минус это лаваш, его было трудновато откусить, но это только сначала и к концу. И да, размер был таков что мы еле осилили ее, и это всего за 130 рубликов. Думаю пора привести оценку, обычно самые вкусные шавермы заслуживали у меня максимум 8,5, ибо 10 это нечто, после чего ты никогда не пойдешь в другую, ну а 9 ты должен быть готов есть ее каждый день. Так вот, сегодня у меня появился топ1 с оценкой в 9,5, если бы не лаваш возможно была бы и 10. Спасибо за внимание и то, что дочитали до конца']","[]","0",NA
"749",748,11742,"['#шаверма_ломоносовская', ' Привет! У меня на проспекте Славы возникли большие проблемы с поиском мест, где можно отведать любимой пищи. Да, есть одно круглосуточное заведение у ""краба"" (буду рад, если кто-то попадет туда раньше меня и кинет маленький спойлер), но до него ноги пока не дошли. Вообще лень отклоняться от привычных маршрутов до дома, поэтому решил начал оглядываться у метро ""Ломоносовская"".', ' Из россыпи заведений по пер. Матюшенко я выбрал шавермовый мейнстрим - ""Сим-Сим"", немного постеснялся рисковать на голодный желудок. Мой же безболезненный опыт посещения их точек по городу позволил вынуть 145 рублей на лавашную.', ' Само заведение ничем не выделяется из ""стандартов ""Сим-Сима"" - витрина, несколько столов, компактное помещение, оранжевая форма, наличие кассира(ши) и отсутствие перчаток у повара. Разве что чуть больше лени, т.к. проходимость у них немного слабее других мест сети. Однако, все было готово по-привычному быстро, в районе 3-4 минут. Поспешив домой, через 15 минут я уже разворачивал теплый сверток в ожидании вкусного артефакта.', ' Рассказывать про саму шаверму, особенно тем, кто ""Сим-Сим"" знает и уважает, не нужно. Для меня, на удивление, везде ее характеристики были близки к одинаковым, только эта шава оказалась чуть суше, за что я дал 0.75. По критериям заслужила 7.25\\10.', '  В принципе, ""Сим-Сим""овским шавам всегда чего-то не хватает до 10, но и ниже 7 они никогда не падали. Если нужно поесть на ""Ломо"" без приключений и желания рискнуть, то вам к этим ребятам.']","[]","0",NA
"750",749,11683,"['#шаверма_комендантский', '#шаверма_планерная', 'посещаю сие заведение уже третий раз, пробую каждый раз разное ( на тарелке, обычную, и двойную с собой )', 'конечно на вкус на цвет, у всех разные вкусы ', 'но лично для меня там было многовато мяса и средненько овощей ', 'возможно это было 50/50 но мне бы хотелось овощей больше чем мяса ', 'лаваш где овощи был совсем пропитанный, и вот вот бы отвалился', 'но в итоге не отвалился ', 'когда брали на тарелке была вкусная пита мягкая, и клали еще картошку фри ', 'внутри заведения стоит адски острый соус 🔥🔥🔥', 'висит телек', 'есть повар и кассир ', 'повар видно все делает ответственно ', 'в общем я ставлю 8/10 ', 'но я посещала и буду посещать это место ', 'советую 👍🏿']","[]","0",NA
"751",750,11682,"['#шаверма_приморская', '', '(Было уже?)', '', 'Местоположение: Выходишь из метро, идёшь направо, проходя БКинг и встречаешь там храм.', 'Купили шаверму в пите за 130. Это было ошибкой т.к двойная такая стоила 145.', '+ Цены вполне приемлимые, особенно на ""двойные"" наслаждения.', '+ Подают горячей.', '+ Приятная обстановка в помещении.', '+ Вкусный соус.', '+ Есть отдельный музыкальный автомат в помещении.', '', '- в помещении увидел мух, одна из них летала над составляющими.', '- работа без перчаток.', '', 'Оцениваю на  9/10.']","[]","0",NA
"752",751,11681,"['#шаверма_Восстания', '', 'Сегодня с друзьями решил по тестить шавуху в кафе на Ул. Восстания д.4 . Много раз проходил мимо и вот решил зайти...', 'Ну чтож , начнем с того что нашли кафешку по запаху так , как кафеха была соединена с магазином . Не долго думая , мы решили взять по обычной шаурме в лаваше , стоило это нам по 145 р , очень обрадовал тот факт , что была кассирша . Друг попросил шавуху без моркови , заказ был выполнен . Тут же появился маэстро , работал без перчаток , но перед тем как приступить при нас помыл руки (так что думаю простительно ). Ждали мы буквально пару минут, очень обрадовало что шаверма была больше средней , лаваш хрустел как снежок под ногами , не протекал . Мясо - сочное , нежное ,мелко нарезанное ,   и его не пожалели , чего не сказать о помидорах ( видно на фото). ', 'Соуса было прилично.Овощи были мелко нарезаны , в соотношении 45/55 . ', 'Шаверма была сочной и достаточно вкусной , но за питьем пришлось идти в магазин , который находился в 3 метрах от нас ( т.к. платить 60 р за бутылочку пепси мне не позволяли еврейские корни ). ', '', 'Ну в общем целом ставлю 7,5 потерявшихся собак из 10 .']","[]","0",NA
"753",752,11654,"['#шаверма_московская', '', 'Итак это второй мой опус о шаверме. ', 'Гуляя по Московскому пр. обнаружили у дома 216 павильен Oliva Russia Best Doner. Громкое название для единственного ларька на весь город.', 'Интерьер типичного фастфуда, светло, раздражающих запахов нет.', 'Повар и кассир в форме. Повар в головном уборе и перчатках. ', 'Заказал три стандартных шавермы в лаваше в зале и одну с собой для последующего взвешивания. Цена 149 руб. за шт.', 'Выход маленький, до 300 грамм не дотягивает. Лаваш резиновый, ну совсем не дожаренный. ', 'Начинка:', 'Мясо повар взвешивает перед закладкой, это плюс. Минус, что его явно мало. ', 'Овощная начинка на 3/4 состоит из трех видов капусты. Белой, красной и китайской. Остальное на дольку помидора и морковку. ', 'Соус нейтральный, густой, чесночный. Не досоленный. ', 'Вкус продукта в целом не понравился. ', 'Слишком много капустной клетчатки, прям перебор. ', 'Слишком много лаваша для такой маленькой начинки. ', 'Ушли голодные.', 'Даже расписывать не буду баллы, просто скажу 5 из 10, причем основные оценки за гигиену обслуживания, улыбку девушки на кассе и взвешивание мяса. Все остальное ниочем. Больше не придем.', 'Фото прилагаются ниже.', 'P.S. Если приедете туда на машине, аккуратно с парковкой, там есть часть мест типа на проходе с клумбами-вазонами. Куда правда выходить пешеходам непонятно, прям на дорогу чтоль? В общем пытался там пристроиться эвакуаторщик, но не нашел к чему цеплять, у моей машины конструктивно нет буксировочных конструкций. А за рычаги цеплять не рискнул, низкая посадка. А соседнего паркетника спиздил. ', 'Ставье во дворе в край.']","[]","0",NA
"754",753,11641,"['#шаверма_типанова', '#вкусная_шаверма', '#шаверма_московская', '#шаверма_космонавтов', '', 'Привет. Сегодня обзор ""Вкусной шавермы"" на пр. Космонавтов 42 (угол с ул. Типанова, там где магазин КЕЙ).', 'Кафе находится прямо за остановкой, у магазина Spar.', 'Правда кафе это громко сказано тк внутри места нет и столики стоят на улице под крышей.', 'Взял себе двойную за 170 руб.', 'Жокей работает без перчаток, но с деньгами до конца процесса готовки не контактирует. Размер порции меня реально удивил)', 'Шаверма вышла большущая и тяжелая.', 'Мяса мне положили от души, овощей так же не жалели. Соуса было достаточно и наверное именно поэтому он начал активно течь ближе к концу трапезы...', 'Мясо вкусное, свежее, нежное. ', 'Овощи тоже отличные, выбрал себе именно те, что хотел тк они лежат отдельно друг от друга.', 'Вся начинка распределена равномерно, лаваш хорошо прожарен. Кстати не смотря на очередь процесс готовки шел быстро.', 'Ну что тут сказать?', 'Много, вкусно, сытно. Наелся без проблем.', 'Если б не текло, то было бы 10. А так ставлю 9. Хорошая шаверма!)']","[]","0",NA
"755",754,11629,"['#Шаверма_Московскиеворота', '#Шаверма_Лиговский', '#Шаверма_Цветочная', 'Добрый день!) Давно уже собираюсь написать свой первый обзор и вот наконец-таки руки дошли до этого.', 'Будучи большим любителем данной пищи Богов, периодически, отправляюсь на работу, брал с собой шавуху в знаменитом Мастер Кебабе на Пионерской. Естественно, по дороге она остывала и теряла свои вкусовые свойства( ', 'И тут внезапно, радость - недалеко от работы на Цветочной улице открылся Храм Шавермы с незамысловатым названием - ""Шаверма""', 'Собственно, о ней: мясо отличное, без хрящей и костей, ни разу ещё не было пережарено. Овощи всегда свежие, не много и не мало - самый раз, на мой вкус. Соуса в меру, не течет. Немного нестандартный лаваш, но, на мой взгляд, это идет только в плюс. Местами бывает жесковат, но такое было редко.', 'Помимо стандартной шавермы в пите/лаваше есть ещё двойная в лаваше и гирос - как бы греческий вариант. Отличается немаленьким размером, соусом и наличием картошки фри.', 'Маэстро готовит в перчатках, деньги берет руками. Заведение новое, работает месяца полтора, по этому чисто и приятно. ', 'Цены: Лаваш - 135, двойная - 145, гирос - 180 или 150 за ""мини-гирос"". На тарелке - 200', '', 'Общая оценка: 9 из 10. Минус бал за то, что мастер иногда всё-таки забывает о перчатках( Но кушаю там постоянно, Мастер-Кебабу ни в чем не проигрывает, как минимум.', '', 'На фото двойная в лаваше и гирос', 'https://pp.vk.me/c629321/v629321718/12335/EoE-V5RN8Uc.jpg', 'https://pp.vk.me/c629321/v629321718/1214a/Ldy6Jl0ye9w.jpg', 'https://pp.vk.me/c629321/v629321718/11eb9/O0mOpJVzoE8.jpg']","['оценка: 9']","0",9
"756",755,11598,"['#Шаверма_Ладожская', 'Добрый день✋', 'В первый раз пишу обзор на свою давнюю любовь, так что особо не критикуйте☝️', 'Утомившись сидеть на паре в своем учебном заведение, я решил уехать домой смотреть хоккей, а по совместительству вкусить Шаверму, дома, перед телевизором! ', 'И так, сей храм находиться на пересечение Индустриального проспекта и Ударников, внутри все очень мило, красивое меню, доброжелательный жокей, который прекрасно говорит на русском языке, по всей видимости он является выходцем с Северного Кавказа, что мне очень импонирует! ', 'Я взял Шаверму в лаваше, стоит она 130 рублей, что очень не дорого на мой взгляд, скажу сразу, она была большой и очень вкусной!', 'Мясо прекрасное, видимо сказался тот факт, что я купил ее утром, овощи свежие, очень интересным был соус, который придал свою пикантность, и чесночный привкус тоже был в тему, также жокей предложил мне положить аджику, и я конечно же согласился, но в конце не много пожалел об этом, так как она не много протекла, но это не страшно! В целом Шаверма была зачетной, но был небольшой минус, кассир и жокей это один человек, но перед тем как взять у меня деньги, он помыл руки и протер их влажной салфеткой, а это дорогого стоит! Шаверма мне очень понравилась, и я смело могу сказать, что она является одной из лучших Шаверм на ""Ржевке""', 'Ставлю ей оценку - 8/10, снимаю 1 балл за отсутствие кассира, а также еще 1, за то, что нет предела совершенству, всегда хочется большего, но, я поел от души, всем советую данный храм, всего доброго👋']","[]","0",NA
"757",756,11585,"['#шаверма_дыбенко', '#шаверма_улица_дыбенко', 'Приветствую.', 'Хотелось бы не предложить,а предостеречь от моей ошибки.', 'Еще в стародавние времена, когда ст.м. Ул.Дыбенко пестрила ларьками с шавермой и курой-гриль- моя мама воспитывала во мне любовь к жареному мясцу и лавашу.', 'Я впитывала знания и чесночный соус.', 'Но времена проходят,шавермы сносят.Осталось вблизи метро пара штук заведений.', 'То место, которое я хотела бы закрыть и забыть-""БИСТРО"".пр. Большевиков, 19А- напротив метро', 'Пару недель назад вывеска сменилась, так же изменились лайтбоксы внутри.', 'Само же заведение не изменило вида-липкие столы и шатающиеся стулья.', 'Контингент тусовщиков всегда один-словно фильм ""Подвалы Дыбенко"" вылез на поверхность.Это днем.', 'В вечернее время-упыри и гопники .', 'Если не внутри,то рядом с входом.', '', 'Сама шаверма.', 'У меня ни пальцы,ни язык не поворачивается назвать Богиней то,что там лепят.', 'Года три назад это был лаваш с карри и чесноком.Это всё, что я запомнила.', '', 'Пару месяцев назад решилась опять.', 'Жирный соус...жованый крот,щука брат они,наверное,жир туда добавляют.', 'Хрящи вместо мяса с кусочками жира.', 'Дряхлые овощи,словно мистер Герберт,', 'ЖИРНЫЙ СОУС', 'Карри.много карри.', 'Лаваш старый, как моя преподавательница в 5 классе.', 'Хрустел исключительно поэтому.', '', 'я человек обожающий пожрать и пиз""ец вежливый, оставила ЭТО и ушла не попрощавшись.Хотя хотелось в шавермейстера(не достойного имени этого) кинуть ЭТО.', '', 'из 10 шавеРмяушек это заведение должно мне 20', '', 'всем вкусных богинь!']","[]","0",NA
"758",757,11562,"['#шаверма_Просвещения', '#шаверма_проспектПросвещения', 'Всем привет. Решил сегодня порадовать себя пищей богов. В общем по дороге к работе был храм и я решил в него зайти. Находится храм по дороге в Гранд Каньон (все понимают про какую я дорогу). В общем порадовал интерьер внутри. Все чистенько и приятненько на вид. Приятный дружелюбный шаурмен.', 'В общем заказал я шаверму (130 золотых монет стоило удовольствие). Когда шаурмен начал готовить я приуныл, потому что он был не в перчатках. В общем готовил минут 5-7. Сам лаваш не до жарен. Но сам вкус порадовал. Хорошие свежие овощи, мясо вкусное, соус вкусный. В общем доел без проблемм и ушёл. По 10ти бальной шкале ставлю 7.']","[]","0",NA
"759",758,11561,"['#шаверма_думская #шаверма_гостиныйдвор', '', 'Доброго времени суток, дорогие друзья - шавермофилы. ', 'Обзор на это заведение уже был, но я решил написать ещё, напомнить, может быть, Вам, если Вы вдруг забыли. Пишу я в первый раз, надеюсь выйдет неплохо. ', 'Сначала маленькая предыстория. Я учусь на втором курсе университета, была дико скучная лекция и мой одногруппник рассказал про прелестный храм, где готовят ту самую пищу богов  (угадаете про что история?), красочно описал все до мельчайших подробностей и предложил в обеденный перерыв доехать до сего заведения. В столовой в это время не протолкнуться, да и помимо того что обеденный перерыв длится час так ещё и следующую пару отменили, т.е. у нас было почти 3 часа свободного времени. Группа,после своеобразного совещания приняла решение - едем! ', 'Машину припарковать у данного бистро оказалось достаточно проблематично, но минут так через 20 у нас это получилось, а вся проблема в том,что это самый центр города (ул. Ломоносова д.2, между Думской и Грибоедова).', 'У самых дверей нас встречает восхитительный запах Шавермы. Интерьер достаточно симпатичный, в оранжевых тонах (увы, забыл сфотографировать ""внутренности""). ', 'Помимо Шавермы есть и комплексные обеды, но не знаю каковы они,да и вообще речь не об этом (просто к сведению). ', 'Так как заказ делал не я, то сказать что-то про ""шеф-повара"" не могу, но за кассой, я знаю точно, есть кассирша. ', 'Мы заказали 3 разных, точнее - далее. ', 'Так-с, перейдём к фактам, пожалуй :', '-Порадовала цена (я же студент, это немаловажный фактор для меня)', 'В лаваше обычная - 140', 'В лаваше с картошкой - 160', 'На тарелке - 195', '-Ждали мы не долго (за разговорами время летит незаметно, да и не рассчитывал я писать никакой обзор)', 'Принесли на подносе, по-моему, по 2 салфетки на рыло + вилка и нож', '-Размер приличный ', '-Сочная (правда та,что с картошкой оказалась чуть суховата)', '-Так как я обожаю помидорки, для меня это было большим плюсом - помидоры нарезаны крупно; огурцов поменьше и они много мельче', '-Прекрасный чесночный соус (и именно поэтому не рекомендую есть в данном заведении перед деловой встречей, свиданием или же когда идёшь на пары, шмон лютейший, хотя если запить пивом, то волноваться особо не стоит ) ', '-Лаваш поджаристый и хрустящий с обеих сторон ', '-Следствием, при том неприятным, является то, что сие творение разваливается, НО тут на помощь приходят нож и вилка, которые нам принесли (и на вид они были чистые)', '-Так же не радует соотношение овощей/мяса... Примерно 65/35, поэтому размер не имеет значения, увы. (Хотя мяса мало, но оно нежное, как попка младенца)', '-Кстати, очень приятным бонусом для курящих людей будет терраса, на которой можно курить. И мест, как я говорил, там много. ', '-Да, там довольно чисто, как для подобного рода богадельни. ', 'Вердикт - около8 псинок из 10 (моя оценка примерно сошлась с той, которая получается при подсчете баллов,учитывая все критерии; хотя я хотел поставить 8,5).', 'За что -2 балла? Моя шавушка была слегка пересолена (имхо, другие такого не заметили), с картошкой была суховата, а на тарелке ничего особенного (в экс-Сахаре на техноложке в разы лучше и дешевле(и это именно про тарелку)), и что особенно огорчило - ужасная чесночная отрыжка. ', 'Все же, всем советую посетить данное бистро. Спасибо за внимание и терпение, всем мир и до встречи по ту сторону сетевого кабеля👌']","[]","0",NA
"760",759,11548,"['#шаверма_академическая', '#шаверма_академка', '', 'Доброго времени суток всех любителей и профессионалов в знатном деле поедания конвертов из лаваша с оригинальным наполнением.', 'Свинцовая простыня петербурского неба встретила меня у метро Академической, организму не хватало пива и виски для успешного метаболизма и требовалось подкрепиться.', 'По хештегу #шаверма_академическая выпало это заведение и я решил испытать судьбу и познать новое.', 'Был час спустя смены пятницы на субботы и, возможно, я попал не в то время не в то место, тем не менее...', '', 'Плюсы:', '1) Запах дополнительно поджаренного готового слитка был одурманивающе бесподобен. ', '2) Цена 130 рублей, что равняется сотке и завалявшейся мелочи в кошельке порадовала, ибо ниже средней по городу.', '', 'Минусы:', '1) Санитария. Слово ""перчатки"" наверняка вызвало бы у повара кататонический ступор, ибо взяв деньги мсье принялся за готовку, ничтоже сумняшеся.', '2) Соус был невкусен и холоден, как сердце той официантки из бара на Некрасова. Его температура не красила палитру ощущений от поедания.', '3) Жилки в мясе! Боже мой, какой моветон!', '4) Шаверма не дала ощущения сытости, исключительно тяжесть, из-за чего в следующем кабаке по маршруту пришлось заказать еду. Я планировал избежать этой процедуры именно благодаря шаверме, мне это не удалось.', '5) В заведении тусовалась компания редкостных анацефалов, один из них был даже топлесс, кричал что-то про десантников и подпевал известному хиту про бога, какого-то мужчину и разнополых детей. Музыка, к слову, долбила неистово и приглушенный свет (что заметно на фото продукта) добавлял пару позиций к атмосфере сельской дискотеки.', '', 'Стоит отметить: ', '1) Расположение таки удобное, пара минут от метро Академическая.', '2) Там продают пиво ночью.', '3) Соотношение мяса/овощей эдак 3/2. Овощи не то чтобы чрезмерно свежие, но и не совсем печальны.', '', 'Итоговая оценка: 4/10', '', 'Если уважаемые посетители этого обзора посоветуют более сносное заведение в районе станции метро Академическая, буду рад оценить его по достоинству.', '', 'По традиции оставляю песню, которой хочу и готов поделиться с остальными петербужцами.']","['оценка: 4/1']","0",4
